 epoch      loss_v   loss_lamB   loss_lamC   loss_lamE        runtime(s)
  1730    0.004155    0.000000    0.000000        0.000000    199.8173
  1740    0.004172    0.000000    0.000000        0.000000    200.9010
  1750    0.004173    0.000000    0.000000        0.000000    201.9159
  1760    0.004167    0.000000    0.000000        0.000000    202.9503
  1770    0.004139    0.000000    0.000000        0.000000    204.0612
  1780    0.004105    0.000000    0.000000        0.000000    205.0782
  1790    0.004061    0.000000    0.000000        0.000000    206.1208
  1800    0.004015    0.000000    0.000000        0.000000    207.1699
  1810    0.003958    0.000000    0.000000        0.000000    208.2761
  1820    0.003889    0.000000    0.000000        0.000000    209.4259
  1830    0.003802    0.000000    0.000000        0.000000    210.4549
  1840    0.003715    0.000000    0.000000        0.000000    211.5316
  1850    0.003628    0.000000    0.000000        0.000000    212.6291
  1860    0.003555    0.000000    0.000000        0.000000    213.7159
  1870    0.003488    0.000000    0.000000        0.000000    214.7594
  1880    0.003441    0.000000    0.000000        0.000000    215.8062
  1890    0.003414    0.000000    0.000000        0.000000    216.8641
  1900    0.003422    0.000000    0.000000        0.000000    217.8854
  1910    0.003467    0.000000    0.000000        0.000000    218.9612
  1920    0.003549    0.000000    0.000000        0.000000    220.0876
  1930    0.003608    0.000000    0.000000        0.000000    221.1466
  1940    0.003647    0.000000    0.000000        0.000000    222.2025
  1950    0.003675    0.000000    0.000000        0.000000    223.2838
  1960    0.003680    0.000000    0.000000        0.000000    224.4166
  1970    0.003658    0.000000    0.000000        0.000000    225.4631
  1980    0.003616    0.000000    0.000000        0.000000    226.5511
  1990    0.003563    0.000000    0.000000        0.000000    227.5749
  2000    0.003497    0.000000    0.000000        0.000000    228.6040
  2010    0.003460    0.000000    0.000000        0.000000    229.7273
  2020    0.003424    0.000000    0.000000        0.000000    230.7636
  2030    0.003388    0.000000    0.000000        0.000000    231.8437
  2040    0.003354    0.000000    0.000000        0.000000    232.9068
  2050    0.003320    0.000000    0.000000        0.000000    234.0110
  2060    0.003289    0.000000    0.000000        0.000000    235.0802
  2070    0.003259    0.000000    0.000000        0.000000    236.1348
  2080    0.003230    0.000000    0.000000        0.000000    237.1697
  2090    0.003204    0.000000    0.000000        0.000000    238.2021
  2100    0.003178    0.000000    0.000000        0.000000    239.2479
  2110    0.003159    0.000000    0.000000        0.000000    240.3545
  2120    0.003143    0.000000    0.000000        0.000000    241.5137
  2130    0.003131    0.000000    0.000000        0.000000    242.6649
  2140    0.003120    0.000000    0.000000        0.000000    243.8711
  2150    0.003114    0.000000    0.000000        0.000000    244.9955
  2160    0.003116    0.000000    0.000000        0.000000    246.0720
  2170    0.003125    0.000000    0.000000        0.000000    247.1095
  2180    0.003138    0.000000    0.000000        0.000000    248.1701
  2190    0.003159    0.000000    0.000000        0.000000    249.2078
  2200    0.003179    0.000000    0.000000        0.000000    250.4149
  2210    0.003185    0.000000    0.000000        0.000000    251.5140
  2220    0.003190    0.000000    0.000000        0.000000    252.6088
  2230    0.003191    0.000000    0.000000        0.000000    253.7431
  2240    0.003185    0.000000    0.000000        0.000000    254.7588
  2250    0.003171    0.000000    0.000000        0.000000    255.9459
  2260    0.003151    0.000000    0.000000        0.000000    257.0769
  2270    0.003122    0.000000    0.000000        0.000000    258.3389
  2280    0.003104    0.000000    0.000000        0.000000    259.4682
  2290    0.003079    0.000000    0.000000        0.000000    260.6094
  2300    0.003055    0.000000    0.000000        0.000000    261.6721
  2310    0.003025    0.000000    0.000000        0.000000    262.8276
  2320    0.003002    0.000000    0.000000        0.000000    263.8892
  2330    0.002987    0.000000    0.000000        0.000000    264.9361
  2340    0.002963    0.000000    0.000000        0.000000    265.9726
  2350    0.002942    0.000000    0.000000        0.000000    267.0372
  2360    0.002926    0.000000    0.000000        0.000000    268.1508
  2370    0.002913    0.000000    0.000000        0.000000    269.3682
  2380    0.002900    0.000000    0.000000        0.000000    270.4446
  2390    0.002897    0.000000    0.000000        0.000000    271.5095
  2400    0.002889    0.000000    0.000000        0.000000    272.5954
  2410    0.002888    0.000000    0.000000        0.000000    273.6669
  2420    0.002886    0.000000    0.000000        0.000000    274.7403
  2430    0.002884    0.000000    0.000000        0.000000    275.7865
  2440    0.002879    0.000000    0.000000        0.000000    276.8241
  2450    0.002879    0.000000    0.000000        0.000000    277.9679
  2460    0.002879    0.000000    0.000000        0.000000    279.0492
  2470    0.002885    0.000000    0.000000        0.000000    280.0506
  2480    0.002890    0.000000    0.000000        0.000000    281.1737
  2490    0.002891    0.000000    0.000000        0.000000    282.3843
  2500    0.002890    0.000000    0.000000        0.000000    283.4563
  2510    0.002884    0.000000    0.000000        0.000000    284.5211
  2520    0.002883    0.000000    0.000000        0.000000    285.5354
  2530    0.002877    0.000000    0.000000        0.000000    286.5990
  2540    0.002857    0.000000    0.000000        0.000000    287.6847
  2550    0.002833    0.000000    0.000000        0.000000    288.9080
  2560    0.002809    0.000000    0.000000        0.000000    289.9127
  2570    0.002782    0.000000    0.000000        0.000000    291.0134
  2580    0.002757    0.000000    0.000000        0.000000    292.0979
  2590    0.002733    0.000000    0.000000        0.000000    293.1358
  2600    0.002707    0.000000    0.000000        0.000000    294.2237
  2610    0.002686    0.000000    0.000000        0.000000    295.2663
  2620    0.002659    0.000000    0.000000        0.000000    296.3169
  2630    0.002634    0.000000    0.000000        0.000000    297.4474
  2640    0.002608    0.000000    0.000000        0.000000    298.5414
  2650    0.002585    0.000000    0.000000        0.000000    299.6050
  2660    0.002570    0.000000    0.000000        0.000000    300.7217
  2670    0.002556    0.000000    0.000000        0.000000    301.7880
  2680    0.002547    0.000000    0.000000        0.000000    302.8654
  2690    0.002549    0.000000    0.000000        0.000000    304.0404
  2700    0.002550    0.000000    0.000000        0.000000    305.1589
  2710    0.002553    0.000000    0.000000        0.000000    306.2844
  2720    0.002563    0.000000    0.000000        0.000000    307.3779
  2730    0.002576    0.000000    0.000000        0.000000    308.5108
  2740    0.002592    0.000000    0.000000        0.000000    309.5737
  2750    0.002609    0.000000    0.000000        0.000000    310.6552
  2760    0.002621    0.000000    0.000000        0.000000    311.7545
  2770    0.002624    0.000000    0.000000        0.000000    312.9001
  2780    0.002624    0.000000    0.000000        0.000000    313.9876
  2790    0.002616    0.000000    0.000000        0.000000    315.1183
  2800    0.002604    0.000000    0.000000        0.000000    316.1470
  2810    0.002584    0.000000    0.000000        0.000000    317.3267
  2820    0.002559    0.000000    0.000000        0.000000    318.3626
  2830    0.002536    0.000000    0.000000        0.000000    319.4850
  2840    0.002504    0.000000    0.000000        0.000000    320.6386
  2850    0.002475    0.000000    0.000000        0.000000    321.6953
  2860    0.002440    0.000000    0.000000        0.000000    322.8367
  2870    0.002411    0.000000    0.000000        0.000000    323.9132
  2880    0.002381    0.000000    0.000000        0.000000    325.0304
  2890    0.002355    0.000000    0.000000        0.000000    326.1608
  2900    0.002327    0.000000    0.000000        0.000000    327.2956
  2910    0.002307    0.000000    0.000000        0.000000    328.3890
  2920    0.002287    0.000000    0.000000        0.000000    329.4977
  2930    0.002277    0.000000    0.000000        0.000000    330.6142
  2940    0.002272    0.000000    0.000000        0.000000    331.7539
  2950    0.002270    0.000000    0.000000        0.000000    332.8123
  2960    0.002278    0.000000    0.000000        0.000000    333.8261
  2970    0.002287    0.000000    0.000000        0.000000    334.9593
  2980    0.002301    0.000000    0.000000        0.000000    335.9797
  2990    0.002318    0.000000    0.000000        0.000000    337.0578
  3000    0.002336    0.000000    0.000000        0.000000    338.0691
  3010    0.002349    0.000000    0.000000        0.000000    339.2056
  3020    0.002358    0.000000    0.000000        0.000000    340.2050
  3030    0.002360    0.000000    0.000000        0.000000    341.2160
  3040    0.002353    0.000000    0.000000        0.000000    342.1917
  3050    0.002345    0.000000    0.000000        0.000000    343.2751
  3060    0.002324    0.000000    0.000000        0.000000    344.3452
  3070    0.002302    0.000000    0.000000        0.000000    345.4078
  3080    0.002274    0.000000    0.000000        0.000000    346.6160
  3090    0.002246    0.000000    0.000000        0.000000    347.8428
  3100    0.002215    0.000000    0.000000        0.000000    348.9203
  3110    0.002189    0.000000    0.000000        0.000000    349.9046
  3120    0.002162    0.000000    0.000000        0.000000    350.9535
  3130    0.002134    0.000000    0.000000        0.000000    352.0380
  3140    0.002118    0.000000    0.000000        0.000000    353.1563
  3150    0.002101    0.000000    0.000000        0.000000    354.1465
  3160    0.002090    0.000000    0.000000        0.000000    355.1366
  3170    0.002083    0.000000    0.000000        0.000000    356.1578
  3180    0.002077    0.000000    0.000000        0.000000    357.2575
  3190    0.002081    0.000000    0.000000        0.000000    358.3003
  3200    0.002085    0.000000    0.000000        0.000000    359.3936
  3210    0.002089    0.000000    0.000000        0.000000    360.4288
  3220    0.002091    0.000000    0.000000        0.000000    361.6339
  3230    0.002090    0.000000    0.000000        0.000000    362.7031
  3240    0.002088    0.000000    0.000000        0.000000    363.8629
  3250    0.002085    0.000000    0.000000        0.000000    364.9055
  3260    0.002076    0.000000    0.000000        0.000000    366.1352
  3270    0.002067    0.000000    0.000000        0.000000    367.1946
  3280    0.002057    0.000000    0.000000        0.000000    368.4783
  3290    0.002044    0.000000    0.000000        0.000000    369.6397
  3300    0.002031    0.000000    0.000000        0.000000    370.8733
  3310    0.002019    0.000000    0.000000        0.000000    372.1525
  3320    0.002010    0.000000    0.000000        0.000000    373.1690
  3330    0.001999    0.000000    0.000000        0.000000    374.2864
  3340    0.001990    0.000000    0.000000        0.000000    375.4043
  3350    0.001980    0.000000    0.000000        0.000000    376.5923
  3360    0.001975    0.000000    0.000000        0.000000    377.6034
  3370    0.001964    0.000000    0.000000        0.000000    378.7022
  3380    0.001954    0.000000    0.000000        0.000000    379.7958
  3390    0.001941    0.000000    0.000000        0.000000    380.8823
  3400    0.001928    0.000000    0.000000        0.000000    381.9021
  3410    0.001909    0.000000    0.000000        0.000000    382.9161
  3420    0.001897    0.000000    0.000000        0.000000    384.0458
  3430    0.001881    0.000000    0.000000        0.000000    385.0615
  3440    0.001871    0.000000    0.000000        0.000000    386.1710
  3450    0.001858    0.000000    0.000000        0.000000    387.3133
  3460    0.001849    0.000000    0.000000        0.000000    388.3587
  3470    0.001841    0.000000    0.000000        0.000000    389.4337
  3480    0.001837    0.000000    0.000000        0.000000    390.4872
  3490    0.001833    0.000000    0.000000        0.000000    391.6556
  3500    0.001834    0.000000    0.000000        0.000000    392.6565
  3510    0.001834    0.000000    0.000000        0.000000    393.7010
  3520    0.001835    0.000000    0.000000        0.000000    394.9059
  3530    0.001834    0.000000    0.000000        0.000000    396.1572
  3540    0.001833    0.000000    0.000000        0.000000    397.3635
  3550    0.001828    0.000000    0.000000        0.000000    398.5864
  3560    0.001823    0.000000    0.000000        0.000000    399.6613
  3570    0.001815    0.000000    0.000000        0.000000    400.7445
  3580    0.001805    0.000000    0.000000        0.000000    401.8863
  3590    0.001789    0.000000    0.000000        0.000000    403.2053
  3600    0.001777    0.000000    0.000000        0.000000    404.2205
  3610    0.001764    0.000000    0.000000        0.000000    405.2935
  3620    0.001750    0.000000    0.000000        0.000000    406.4453
  3630    0.001735    0.000000    0.000000        0.000000    407.5811
  3640    0.001722    0.000000    0.000000        0.000000    408.7185
  3650    0.001708    0.000000    0.000000        0.000000    409.8379
  3660    0.001692    0.000000    0.000000        0.000000    410.9331
  3670    0.001678    0.000000    0.000000        0.000000    411.9686
  3680    0.001667    0.000000    0.000000        0.000000    413.0795
  3690    0.001654    0.000000    0.000000        0.000000    414.1321
  3700    0.001643    0.000000    0.000000        0.000000    415.1814
  3710    0.001636    0.000000    0.000000        0.000000    416.2498
  3720    0.001632    0.000000    0.000000        0.000000    417.2978
  3730    0.001631    0.000000    0.000000        0.000000    418.3129
  3740    0.001634    0.000000    0.000000        0.000000    419.4847
  3750    0.001639    0.000000    0.000000        0.000000    420.5691
  3760    0.001645    0.000000    0.000000        0.000000    421.6947
  3770    0.001652    0.000000    0.000000        0.000000    422.7882
  3780    0.001657    0.000000    0.000000        0.000000    423.8567
  3790    0.001658    0.000000    0.000000        0.000000    424.9965
  3800    0.001654    0.000000    0.000000        0.000000    426.1020
  3810    0.001645    0.000000    0.000000        0.000000    427.1603
  3820    0.001628    0.000000    0.000000        0.000000    428.1961
  3830    0.001606    0.000000    0.000000        0.000000    429.2607
  3840    0.001581    0.000000    0.000000        0.000000    430.2863
  3850    0.001552    0.000000    0.000000        0.000000    431.4086
  3860    0.001524    0.000000    0.000000        0.000000    432.5524
  3870    0.001498    0.000000    0.000000        0.000000    433.6699
  3880    0.001479    0.000000    0.000000        0.000000    434.7842
  3890    0.001467    0.000000    0.000000        0.000000    435.9577
  3900    0.001464    0.000000    0.000000        0.000000    437.0653
  3910    0.001469    0.000000    0.000000        0.000000    438.2132
  3920    0.001482    0.000000    0.000000        0.000000    439.2773
  3930    0.001499    0.000000    0.000000        0.000000    440.4220
  3940    0.001515    0.000000    0.000000        0.000000    441.6425
  3950    0.001529    0.000000    0.000000        0.000000    442.8048
  3960    0.001535    0.000000    0.000000        0.000000    443.9595
  3970    0.001535    0.000000    0.000000        0.000000    444.9898
  3980    0.001525    0.000000    0.000000        0.000000    446.0254
  3990    0.001507    0.000000    0.000000        0.000000    447.1643
  4000    0.001485    0.000000    0.000000        0.000000    448.2733
  4010    0.001462    0.000000    0.000000        0.000000    449.3436
  4020    0.001437    0.000000    0.000000        0.000000    450.4043
  4030    0.001415    0.000000    0.000000        0.000000    451.4957
  4040    0.001397    0.000000    0.000000        0.000000    452.5383
  4050    0.001382    0.000000    0.000000        0.000000    453.6362
  4060    0.001373    0.000000    0.000000        0.000000    454.6824
  4070    0.001367    0.000000    0.000000        0.000000    455.7048
  4080    0.001363    0.000000    0.000000        0.000000    456.7561
  4090    0.001359    0.000000    0.000000        0.000000    457.8895
  4100    0.001357    0.000000    0.000000        0.000000    458.8952
  4110    0.001360    0.000000    0.000000        0.000000    460.0894
  4120    0.001365    0.000000    0.000000        0.000000    461.0954
  4130    0.001374    0.000000    0.000000        0.000000    462.1515
  4140    0.001386    0.000000    0.000000        0.000000    463.2247
  4150    0.001394    0.000000    0.000000        0.000000    464.3236
  4160    0.001398    0.000000    0.000000        0.000000    465.3539
  4170    0.001395    0.000000    0.000000        0.000000    466.3873
  4180    0.001383    0.000000    0.000000        0.000000    467.4612
  4190    0.001363    0.000000    0.000000        0.000000    468.5589
  4200    0.001333    0.000000    0.000000        0.000000    469.6783
  4210    0.001299    0.000000    0.000000        0.000000    470.6766
  4220    0.001267    0.000000    0.000000        0.000000    471.7637
  4230    0.001239    0.000000    0.000000        0.000000    472.8654
  4240    0.001217    0.000000    0.000000        0.000000    474.0187
  4250    0.001209    0.000000    0.000000        0.000000    475.0622
  4260    0.001214    0.000000    0.000000        0.000000    476.1764
  4270    0.001233    0.000000    0.000000        0.000000    477.3494
  4280    0.001261    0.000000    0.000000        0.000000    478.4008
  4290    0.001289    0.000000    0.000000        0.000000    479.6196
  4300    0.001310    0.000000    0.000000        0.000000    480.7248
  4310    0.001315    0.000000    0.000000        0.000000    481.7861
  4320    0.001304    0.000000    0.000000        0.000000    482.8388
  4330    0.001281    0.000000    0.000000        0.000000    483.9471
  4340    0.001253    0.000000    0.000000        0.000000    485.0459
  4350    0.001222    0.000000    0.000000        0.000000    486.2353
  4360    0.001201    0.000000    0.000000        0.000000    487.5614
  4370    0.001182    0.000000    0.000000        0.000000    488.7481
  4380    0.001177    0.000000    0.000000        0.000000    489.8859
  4390    0.001176    0.000000    0.000000        0.000000    490.8966
  4400    0.001178    0.000000    0.000000        0.000000    491.9560
  4410    0.001180    0.000000    0.000000        0.000000    493.0116
  4420    0.001170    0.000000    0.000000        0.000000    494.1597
  4430    0.001159    0.000000    0.000000        0.000000    495.1956
  4440    0.001141    0.000000    0.000000        0.000000    496.3976
  4450    0.001127    0.000000    0.000000        0.000000    497.5210
  4460    0.001121    0.000000    0.000000        0.000000    498.5442
  4470    0.001128    0.000000    0.000000        0.000000    499.5759
  4480    0.001149    0.000000    0.000000        0.000000    500.6282
  4490    0.001175    0.000000    0.000000        0.000000    501.7605
  4500    0.001200    0.000000    0.000000        0.000000    502.7945
  4510    0.001212    0.000000    0.000000        0.000000    504.0154
  4520    0.001200    0.000000    0.000000        0.000000    505.2629
  4530    0.001168    0.000000    0.000000        0.000000    506.4714
  4540    0.001122    0.000000    0.000000        0.000000    507.4899
  4550    0.001070    0.000000    0.000000        0.000000    508.5799
  4560    0.001027    0.000000    0.000000        0.000000    509.8281
  4570    0.000997    0.000000    0.000000        0.000000    511.0853
  4580    0.000989    0.000000    0.000000        0.000000    512.1684
  4590    0.001004    0.000000    0.000000        0.000000    513.1974
  4600    0.001042    0.000000    0.000000        0.000000    514.2311
  4610    0.001090    0.000000    0.000000        0.000000    515.4590
  4620    0.001125    0.000000    0.000000        0.000000    516.5470
  4630    0.001142    0.000000    0.000000        0.000000    517.6331
  4640    0.001131    0.000000    0.000000        0.000000    518.7228
  4650    0.001108    0.000000    0.000000        0.000000    519.9228
  4660    0.001077    0.000000    0.000000        0.000000    521.1496
  4670    0.001045    0.000000    0.000000        0.000000    522.2786
  4680    0.001014    0.000000    0.000000        0.000000    523.4436
  4690    0.000993    0.000000    0.000000        0.000000    524.5628
  4700    0.000998    0.000000    0.000000        0.000000    525.7869
  4710    0.001014    0.000000    0.000000        0.000000    526.8503
  4720    0.001008    0.000000    0.000000        0.000000    527.9191
  4730    0.001013    0.000000    0.000000        0.000000    529.0493
  4740    0.001026    0.000000    0.000000        0.000000    530.2197
  4750    0.001026    0.000000    0.000000        0.000000    531.2777
  4760    0.001001    0.000000    0.000000        0.000000    532.3587
  4770    0.000945    0.000000    0.000000        0.000000    533.5261
  4780    0.000891    0.000000    0.000000        0.000000    534.7159
  4790    0.000895    0.000000    0.000000        0.000000    535.8491
  4800    0.001056    0.000000    0.000000        0.000000    536.9598
  4810    0.001069    0.000000    0.000000        0.000000    538.0431
  4820    0.001114    0.000000    0.000000        0.000000    539.2809
