 epoch      loss_v   loss_lamB   loss_lamC   loss_lamE        runtime(s)
  4830    0.001095    0.000000    0.000000        0.000000    540.3519
  4840    0.001024    0.000000    0.000000        0.000000    541.4751
  4850    0.000946    0.000000    0.000000        0.000000    542.5575
  4860    0.001071    0.000000    0.000000        0.000000    543.6656
  4870    0.000805    0.000000    0.000000        0.000000    544.6907
  4880    0.000755    0.000000    0.000000        0.000000    545.7618
  4890    0.000760    0.000000    0.000000        0.000000    546.7971
  4900    0.000895    0.000000    0.000000        0.000000    547.9167
  4910    0.001037    0.000000    0.000000        0.000000    549.0793
  4920    0.001091    0.000000    0.000000        0.000000    550.1976
  4930    0.001053    0.000000    0.000000        0.000000    551.3499
  4940    0.000953    0.000000    0.000000        0.000000    552.3729
  4950    0.000825    0.000000    0.000000        0.000000    553.3834
  4960    0.000757    0.000000    0.000000        0.000000    554.4293
  4970    0.001113    0.000000    0.000000        0.000000    555.5296
  4980    0.000819    0.000000    0.000000        0.000000    556.6581
  4990    0.000966    0.000000    0.000000        0.000000    557.8482
  5000    0.001190    0.000000    0.000000        0.000000    558.9595
  5010    0.001184    0.000000    0.000000        0.000000    560.0499
  5020    0.001028    0.000000    0.000000        0.000000    561.1733
  5030    0.000859    0.000000    0.000000        0.000000    562.3468
  5040    0.000713    0.000000    0.000000        0.000000    563.3819
  5050    0.000619    0.000000    0.000000        0.000000    564.5595
  5060    0.000575    0.000000    0.000000        0.000000    565.6353
  5070    0.000633    0.000000    0.000000        0.000000    566.7202
  5080    0.000994    0.000000    0.000000        0.000000    567.9831
  5090    0.008141    0.000000    0.000001        0.000000    568.9900
  5100    0.003594    0.000000    0.000000        0.000000    570.0709
  5110    0.001134    0.000000    0.000000        0.000000    571.2410
  5120    0.001130    0.000000    0.000000        0.000000    572.3148
  5130    0.000895    0.000000    0.000000        0.000000    573.4330
  5140    0.000690    0.000000    0.000000        0.000000    574.4480
  5150    0.000620    0.000000    0.000000        0.000000    575.5839
  5160    0.000650    0.000000    0.000000        0.000000    576.6214
  5170    0.000867    0.000000    0.000000        0.000000    577.7807
  5180    0.001068    0.000000    0.000000        0.000000    578.8851
  5190    0.001046    0.000000    0.000000        0.000000    580.0024
  5200    0.000918    0.000000    0.000000        0.000000    581.1249
  5210    0.000770    0.000000    0.000000        0.000000    582.2939
  5220    0.000663    0.000000    0.000000        0.000000    583.4843
  5230    0.000920    0.000000    0.000000        0.000000    584.5524
  5240    0.006455    0.000000    0.000000        0.000000    585.6290
  5250    0.002396    0.000000    0.000000        0.000000    586.8144
  5260    0.000989    0.000000    0.000000        0.000000    587.9106
  5270    0.001006    0.000000    0.000000        0.000000    589.0269
  5280    0.001120    0.000000    0.000000        0.000000    590.0546
  5290    0.001051    0.000000    0.000000        0.000000    591.2395
  5300    0.000916    0.000000    0.000000        0.000000    592.3432
  5310    0.000781    0.000000    0.000000        0.000000    593.3934
  5320    0.000724    0.000000    0.000000        0.000000    594.4964
  5330    0.001947    0.000000    0.000000        0.000000    595.5098
  5340    0.001745    0.000000    0.000000        0.000000    596.6782
  5350    0.000703    0.000000    0.000000        0.000000    597.7969
  5360    0.000781    0.000000    0.000000        0.000000    598.9450
  5370    0.001002    0.000000    0.000000        0.000000    600.0487
  5380    0.000984    0.000000    0.000000        0.000000    601.1298
  5390    0.000801    0.000000    0.000000        0.000000    602.1469
  5400    0.000642    0.000000    0.000000        0.000000    603.1476
  5410    0.000666    0.000000    0.000000        0.000000    604.2697
  5420    0.004484    0.000000    0.000000        0.000000    605.2796
  5430    0.001648    0.000000    0.000000        0.000000    606.4456
  5440    0.001327    0.000000    0.000000        0.000000    607.5416
  5450    0.000581    0.000000    0.000000        0.000000    608.6376
  5460    0.000780    0.000000    0.000000        0.000000    609.7471
  5470    0.001376    0.000000    0.000000        0.000000    610.8127
  5480    0.001251    0.000000    0.000000        0.000000    611.9961
  5490    0.001686    0.000000    0.000000        0.000000    613.0416
  5500    0.003527    0.000000    0.000000        0.000000    614.0708
  5510    0.000950    0.000000    0.000000        0.000000    615.1452
  5520    0.000646    0.000000    0.000000        0.000001    616.2356
  5530    0.001342    0.000000    0.000000        0.000000    617.2586
  5540    0.001345    0.000000    0.000000        0.000000    618.3030
  5550    0.000710    0.000000    0.000000        0.000000    619.3208
  5560    0.000081    0.000000    0.000000        0.000000    620.3455
  5570   -0.000252    0.000000    0.000000        0.000000    621.3540
  5580    0.000435    0.000000    0.000000        0.000001    622.4425
  5590    0.001311    0.000000    0.000000        0.000000    623.5826
  5600    0.006863    0.000000    0.000000        0.000000    624.6408
  5610    0.002885    0.000000    0.000000        0.000000    625.9776
  5620    0.001194    0.000000    0.000000        0.000000    627.0831
  5630    0.000441    0.000000    0.000000        0.000000    628.3720
  5640    0.000525    0.000000    0.000000        0.000000    629.4639
  5650    0.000708    0.000000    0.000000        0.000000    630.5207
  5660    0.002591    0.000000    0.000000        0.000000    631.6347
  5670    0.001093    0.000000    0.000000        0.000000    632.6716
  5680    0.000611    0.000000    0.000000        0.000000    633.6851
  5690    0.000538    0.000000    0.000000        0.000000    634.8932
  5700    0.000437    0.000000    0.000000        0.000000    635.9151
  5710    0.000446    0.000001    0.000000        0.000000    636.9666
  5720    0.000660    0.000000    0.000000        0.000000    638.0078
  5730    0.000828    0.000000    0.000000        0.000000    639.1840
  5740    0.000811    0.000000    0.000000        0.000000    640.3062
  5750    0.000656    0.000000    0.000000        0.000000    641.4281
  5760    0.000450    0.000000    0.000000        0.000000    642.5947
  5770    0.000323    0.000000    0.000000        0.000000    643.7660
  5780    0.004820    0.000001    0.000001        0.000000    644.7904
  5790    0.002357    0.000001    0.000000        0.000000    645.9551
  5800    0.002100    0.000001    0.000000        0.000000    647.0831
  5810    0.000882    0.000001    0.000000        0.000000    648.0906
  5820    0.000884    0.000000    0.000000        0.000000    649.1894
  5830    0.000570    0.000000    0.000000        0.000000    650.2165
  5840    0.001265    0.000000    0.000000        0.000000    651.2381
  5850    0.003725    0.000001    0.000000        0.000000    652.3376
  5860    0.001329    0.000001    0.000000        0.000000    653.4051
  5870    0.000624    0.000001    0.000000        0.000000    654.4897
  5880    0.000584    0.000000    0.000000        0.000000    655.6895
  5890    0.000641    0.000000    0.000000        0.000000    656.8987
  5900    0.000659    0.000000    0.000000        0.000000    658.0745
  5910    0.000630    0.000000    0.000000        0.000000    659.1827
  5920    0.000588    0.000000    0.000000        0.000000    660.2617
  5930    0.000553    0.000000    0.000000        0.000000    661.3937
  5940    0.000517    0.000000    0.000000        0.000000    662.5641
  5950    0.000499    0.000000    0.000000        0.000000    663.7587
  5960    0.000806    0.000000    0.000000        0.000000    665.0399
  5970    0.005067    0.000000    0.000000        0.000000    666.1785
  5980    0.002019    0.000000    0.000000        0.000000    667.2688
  5990    0.001494    0.000000    0.000000        0.000000    668.4896
  6000    0.000912    0.000000    0.000000        0.000000    669.6522
  6010    0.000812    0.000000    0.000000        0.000000    670.7818
  6020    0.000749    0.000000    0.000000        0.000000    671.9556
  6030    0.000895    0.000000    0.000000        0.000000    673.0628
  6040    0.004901    0.000000    0.000000        0.000000    674.2684
  6050    0.001241    0.000000    0.000000        0.000000    675.4064
  6060    0.001008    0.000000    0.000000        0.000000    676.4822
  6070    0.000644    0.000000    0.000000        0.000000    677.5962
  6080    0.000384    0.000000    0.000000        0.000000    678.6944
  6090    0.000318    0.000000    0.000000        0.000000    679.8973
  6100    0.000451    0.000001    0.000000        0.000000    680.9764
  6110    0.000628    0.000000    0.000000        0.000000    682.0566
  6120    0.000701    0.000000    0.000000        0.000000    683.1464
  6130    0.000683    0.000000    0.000000        0.000000    684.1807
  6140    0.000673    0.000000    0.000000        0.000000    685.3672
  6150    0.001935    0.000000    0.000000        0.000000    686.3899
  6160    0.003207    0.000000    0.000000        0.000000    687.3976
  6170    0.000536    0.000000    0.000000        0.000000    688.6020
  6180    0.000840    0.000000    0.000000        0.000000    689.7184
  6190    0.000611    0.000000    0.000000        0.000000    690.8841
  6200    0.000411    0.000000    0.000000        0.000000    691.9778
  6210    0.001032    0.000000    0.000000        0.000000    693.0547
  6220    0.005046    0.000000    0.000000        0.000000    694.1397
  6230    0.002015    0.000000    0.000000        0.000000    695.3185
  6240    0.001133    0.000000    0.000000        0.000000    696.5141
  6250    0.000839    0.000000    0.000000        0.000000    697.6260
  6260    0.000714    0.000000    0.000000        0.000000    698.7577
  6270    0.000620    0.000000    0.000000        0.000000    699.8623
  6280    0.000560    0.000000    0.000000        0.000000    701.0462
  6290    0.000517    0.000000    0.000000        0.000000    702.2574
  6300    0.000467    0.000000    0.000000        0.000000    703.4863
  6310    0.000416    0.000000    0.000000        0.000000    704.6525
  6320    0.000410    0.000000    0.000000        0.000000    705.8531
  6330    0.001752    0.000000    0.000000        0.000000    706.9214
  6340    0.003828    0.000000    0.000000        0.000000    708.0115
  6350    0.000396    0.000000    0.000000        0.000000    709.0611
  6360    0.000973    0.000000    0.000000        0.000000    710.2486
  6370    0.000727    0.000000    0.000000        0.000000    711.4598
  6380    0.000599    0.000000    0.000000        0.000000    712.6855
  6390    0.000624    0.000000    0.000000        0.000000    713.8559
  6400    0.000592    0.000000    0.000000        0.000000    714.9453
  6410    0.000559    0.000000    0.000000        0.000000    716.0313
  6420    0.002117    0.000000    0.000000        0.000000    717.2965
  6430    0.000981    0.000000    0.000000        0.000000    718.4385
  6440    0.002802    0.000000    0.000000        0.000000    719.6293
  6450    0.000518    0.000000    0.000000        0.000000    720.8222
  6460    0.000354    0.000000    0.000000        0.000000    722.0441
  6470    0.000454    0.000000    0.000000        0.000000    723.2698
  6480    0.000462    0.000000    0.000000        0.000000    724.3798
  6490    0.000512    0.000000    0.000000        0.000000    725.4371
  6500    0.000492    0.000000    0.000000        0.000000    726.6189
  6510    0.000468    0.000000    0.000000        0.000000    727.8168
  6520    0.000427    0.000000    0.000000        0.000000    728.9807
  6530    0.000390    0.000000    0.000000        0.000000    730.0981
  6540    0.000364    0.000000    0.000000        0.000000    731.2953
  6550    0.000363    0.000000    0.000000        0.000000    732.4651
  6560    0.000440    0.000000    0.000000        0.000000    733.5842
  6570    0.003579    0.000000    0.000000        0.000000    734.8561
  6580    0.001337    0.000000    0.000000        0.000000    735.9465
  6590    0.002218    0.000000    0.000000        0.000000    736.9661
  6600    0.001002    0.000000    0.000000        0.000000    738.1430
  6610    0.000361    0.000000    0.000000        0.000000    739.2706
  6620    0.000467    0.000000    0.000000        0.000000    740.4395
  6630    0.000444    0.000000    0.000000        0.000000    741.5532
  6640    0.000753    0.000000    0.000000        0.000000    742.6941
  6650    0.000468    0.000000    0.000000        0.000000    743.9432
  6660    0.000453    0.000000    0.000000        0.000000    745.1617
  6670    0.000430    0.000000    0.000000        0.000000    746.2103
  6680    0.000412    0.000000    0.000000        0.000000    747.3084
  6690    0.000406    0.000000    0.000000        0.000000    748.3824
  6700    0.000704    0.000000    0.000000        0.000000    749.4491
  6710    0.007238    0.000000    0.000001        0.000000    750.5353
  6720    0.002895    0.000000    0.000000        0.000000    751.7752
  6730    0.000872    0.000000    0.000000        0.000000    752.8512
  6740    0.000369    0.000000    0.000000        0.000000    753.9034
  6750    0.000437    0.000000    0.000000        0.000000    755.0573
  6760    0.000456    0.000000    0.000000        0.000000    756.1991
  6770    0.000453    0.000000    0.000000        0.000000    757.2564
  6780    0.000443    0.000000    0.000000        0.000000    758.3681
  6790    0.000425    0.000000    0.000000        0.000000    759.4653
  6800    0.000406    0.000000    0.000000        0.000000    760.5723
  6810    0.000400    0.000000    0.000000        0.000000    761.6296
  6820    0.001238    0.000000    0.000000        0.000000    762.7082
  6830    0.009413    0.000000    0.000001        0.000000    763.7631
  6840    0.002159    0.000000    0.000000        0.000000    764.8854
  6850    0.000484    0.000000    0.000000        0.000000    765.9918
  6860    0.000679    0.000000    0.000000        0.000000    767.0591
  6870    0.000390    0.000000    0.000000        0.000000    768.2410
  6880    0.000381    0.000000    0.000000        0.000000    769.4071
  6890    0.000370    0.000000    0.000000        0.000000    770.5142
  6900    0.000361    0.000000    0.000000        0.000000    771.5803
  6910    0.000363    0.000000    0.000000        0.000000    772.7645
  6920    0.000428    0.000000    0.000000        0.000000    773.8625
  6930    0.004381    0.000000    0.000000        0.000000    774.9197
  6940    0.002436    0.000000    0.000000        0.000000    775.9352
  6950    0.001335    0.000000    0.000000        0.000000    777.0458
  6960    0.000948    0.000000    0.000000        0.000000    778.1318
  6970    0.000364    0.000000    0.000000        0.000000    779.2289
  6980    0.000419    0.000000    0.000000        0.000000    780.3223
  6990    0.000311    0.000000    0.000000        0.000000    781.4673
  7000    0.000318    0.000000    0.000000        0.000000    782.5087
  7010    0.000324    0.000000    0.000000        0.000000    783.5986
  7020    0.000348    0.000000    0.000000        0.000000    784.6357
  7030    0.000370    0.000000    0.000000        0.000000    785.7069
  7040    0.000413    0.000000    0.000000        0.000000    786.8287
  7050    0.001373    0.000000    0.000000        0.000000    787.8517
  7060    0.006127    0.000000    0.000000        0.000000    788.9634
  7070    0.001299    0.000000    0.000000        0.000000    790.0783
  7080    0.000359    0.000000    0.000000        0.000000    791.2028
  7090    0.000479    0.000000    0.000000        0.000000    792.2754
  7100    0.000416    0.000000    0.000000        0.000000    793.3881
  7110    0.000349    0.000000    0.000000        0.000000    794.5206
  7120    0.000320    0.000000    0.000000        0.000000    795.6681
  7130    0.000315    0.000000    0.000000        0.000000    796.8246
  7140    0.000320    0.000000    0.000000        0.000000    797.9711
  7150    0.000338    0.000000    0.000000        0.000000    798.9844
  7160    0.000354    0.000000    0.000000        0.000000    799.9975
  7170    0.000377    0.000000    0.000000        0.000000    801.1294
  7180    0.001094    0.000000    0.000000        0.000000    802.2805
  7190    0.008420    0.000000    0.000000        0.000000    803.4808
  7200    0.001197    0.000000    0.000000        0.000000    804.5316
  7210    0.000860    0.000000    0.000000        0.000000    805.5833
  7220    0.000509    0.000000    0.000000        0.000000    806.6390
  7230    0.000308    0.000000    0.000000        0.000000    807.6527
  7240    0.000319    0.000000    0.000000        0.000000    808.7621
  7250    0.000283    0.000000    0.000000        0.000000    809.8342
  7260    0.000322    0.000000    0.000000        0.000000    810.9271
  7270    0.002641    0.000000    0.000000        0.000000    812.0717
  7280    0.000442    0.000000    0.000000        0.000000    813.1650
  7290    0.002799    0.000000    0.000000        0.000000    814.2451
  7300    0.000775    0.000000    0.000000        0.000000    815.3602
  7310    0.000382    0.000000    0.000000        0.000000    816.4561
  7320    0.000432    0.000000    0.000000        0.000000    817.6157
  7330    0.000292    0.000000    0.000000        0.000000    818.6720
  7340    0.000279    0.000000    0.000000        0.000000    819.7249
  7350    0.000243    0.000000    0.000000        0.000000    820.8494
  7360    0.000231    0.000000    0.000000        0.000000    821.9561
  7370    0.000243    0.000000    0.000000        0.000000    823.0768
  7380    0.000287    0.000000    0.000000        0.000000    824.3295
  7390    0.000347    0.000000    0.000000        0.000000    825.5196
  7400    0.000378    0.000000    0.000000        0.000000    826.6228
  7410    0.000382    0.000000    0.000000        0.000000    827.8061
  7420    0.001022    0.000000    0.000000        0.000000    828.9728
  7430    0.002008    0.000000    0.000000        0.000000    830.0584
  7440    0.002539    0.000000    0.000000        0.000000    831.2155
  7450    0.001217    0.000000    0.000000        0.000000    832.3240
  7460    0.000607    0.000000    0.000000        0.000000    833.3840
  7470    0.000359    0.000000    0.000000        0.000000    834.5240
  7480    0.000212    0.000000    0.000000        0.000000    835.6936
  7490    0.000225    0.000000    0.000000        0.000000    836.8527
  7500    0.000278    0.000000    0.000000        0.000000    837.9875
  7510    0.000500    0.000000    0.000000        0.000000    839.1774
  7520    0.005264    0.000000    0.000001        0.000000    840.2875
  7530    0.001604    0.000000    0.000000        0.000000    841.4283
  7540    0.001649    0.000000    0.000000        0.000000    842.5482
  7550    0.000462    0.000000    0.000000        0.000000    843.6274
  7560    0.000270    0.000000    0.000000        0.000000    844.6819
  7570    0.000238    0.000000    0.000000        0.000000    845.7570
  7580    0.000216    0.000000    0.000000        0.000000    846.9184
  7590    0.000468    0.000000    0.000000        0.000000    847.9629
  7600    0.005988    0.000000    0.000001        0.000000    849.1221
  7610    0.002310    0.000000    0.000000        0.000000    850.3801
  7620    0.001112    0.000000    0.000000        0.000000    851.4456
  7630    0.000380    0.000000    0.000000        0.000000    852.5714
  7640    0.000307    0.000000    0.000000        0.000000    853.7453
  7650    0.000282    0.000000    0.000000        0.000000    854.9001
  7660    0.000256    0.000000    0.000000        0.000000    856.0052
  7670    0.000240    0.000000    0.000000        0.000000    857.1414
  7680    0.000225    0.000000    0.000000        0.000000    858.2515
  7690    0.000199    0.000000    0.000000        0.000000    859.3460
  7700    0.000204    0.000000    0.000000        0.000000    860.4684
  7710    0.000283    0.000000    0.000000        0.000000    861.7081
  7720    0.000764    0.000000    0.000000        0.000000    862.8244
  7730    0.011098    0.000000    0.000001        0.000000    863.8333
  7740    0.001926    0.000000    0.000000        0.000000    864.9352
  7750    0.000644    0.000000    0.000000        0.000000    866.2141
  7760    0.000288    0.000000    0.000000        0.000000    867.3664
  7770    0.000305    0.000001    0.000000        0.000000    868.5060
  7780    0.000585    0.000000    0.000000        0.000000    869.6141
  7790    0.000679    0.000000    0.000000        0.000000    870.8011
  7800    0.002817    0.000000    0.000000        0.000000    871.8986
  7810   -0.000007    0.000000    0.000000        0.000000    873.0889
  7820    0.000164    0.000001    0.000000        0.000000    874.1963
  7830    0.000409    0.000001    0.000000        0.000000    875.2988
  7840    0.000461    0.000000    0.000000        0.000000    876.4048
  7850    0.000350    0.000000    0.000000        0.000000    877.5510
  7860    0.000166    0.000000    0.000000        0.000000    878.6998
  7870    0.000014    0.000000    0.000000        0.000000    879.8247
  7880    0.000126    0.000001    0.000000        0.000000    880.9638
  7890    0.004850    0.000001    0.000000        0.000000    882.0280
  7900    0.001478    0.000000    0.000000        0.000000    883.0729
  7910    0.001393    0.000000    0.000000        0.000000    884.1547
  7920    0.000501    0.000000    0.000000        0.000000    885.3569
  7930    0.000115    0.000000    0.000000        0.000000    886.4254
  7940    0.000015    0.000000    0.000000        0.000000    887.5119
  7950    0.000076    0.000000    0.000000        0.000000    888.5716
  7960    0.000221    0.000001    0.000000        0.000000    889.6313
  7970    0.000493    0.000001    0.000000        0.000000    890.8033
  7980    0.005984    0.000000    0.000001        0.000000    891.8152
  7990    0.002500    0.000000    0.000000        0.000000    892.8838
  8000    0.001171    0.000000    0.000000        0.000000    893.9676
  8010    0.000173    0.000000    0.000000        0.000000    895.0751
  8020    0.000304    0.000000    0.000000        0.000000    896.3174
  8030    0.000290    0.000000    0.000000        0.000000    897.4417
  8040    0.000238    0.000000    0.000000        0.000000    898.5693
  8050    0.000178    0.000000    0.000000        0.000000    899.6405
  8060    0.000188    0.000000    0.000000        0.000000    900.7346
  8070    0.001584    0.000000    0.000000        0.000000    901.8004
  8080    0.005142    0.000000    0.000000        0.000000    902.8407
  8090    0.001809    0.000000    0.000000        0.000000    903.9804
  8100    0.000776    0.000000    0.000000        0.000000    905.0938
  8110    0.000414    0.000000    0.000000        0.000000    906.2310
  8120    0.000243    0.000000    0.000000        0.000000    907.3041
  8130    0.000137    0.000000    0.000000        0.000000    908.3712
  8140    0.000116    0.000000    0.000000        0.000000    909.4150
  8150    0.000218    0.000000    0.000000        0.000000    910.4951
  8160    0.000294    0.000000    0.000000        0.000000    911.5346
  8170    0.000304    0.000000    0.000000        0.000000    912.6324
  8180    0.000313    0.000000    0.000000        0.000000    913.8368
  8190    0.004852    0.000000    0.000001        0.000000    915.1098
  8200    0.004631    0.000000    0.000001        0.000000    916.2098
  8210    0.000362    0.000000    0.000000        0.000000    917.3751
  8220    0.000570    0.000000    0.000000        0.000000    918.5601
  8230    0.000426    0.000000    0.000000        0.000000    919.6759
  8240    0.000174    0.000000    0.000000        0.000000    920.8023
  8250    0.000151    0.000000    0.000000        0.000000    921.9530
  8260    0.000246    0.000000    0.000000        0.000000    923.1019
  8270    0.000543    0.000000    0.000000        0.000000    924.1492
  8280    0.005234    0.000000    0.000000        0.000000    925.3197
  8290    0.001608    0.000000    0.000000        0.000000    926.4361
  8300    0.001022    0.000000    0.000000        0.000000    927.4636
  8310    0.000517    0.000000    0.000000        0.000000    928.6529
  8320    0.000301    0.000000    0.000000        0.000000    929.6627
  8330    0.000232    0.000000    0.000000        0.000000    930.7632
  8340    0.000201    0.000000    0.000000        0.000000    931.8318
  8350    0.000269    0.000000    0.000000        0.000000    933.1043
  8360    0.000897    0.000000    0.000000        0.000000    934.2539
  8370    0.000338    0.000000    0.000000        0.000000    935.3817
  8380    0.000172    0.000000    0.000000        0.000000    936.5025
  8390    0.000201    0.000000    0.000000        0.000000    937.6099
  8400    0.000639    0.000000    0.000000        0.000000    938.7644
  8410    0.004436    0.000000    0.000000        0.000000    939.8796
  8420    0.000981    0.000000    0.000000        0.000000    940.9429
  8430    0.000460    0.000000    0.000000        0.000000    942.0311
  8440    0.000271    0.000000    0.000000        0.000000    943.1289
  8450    0.000206    0.000000    0.000000        0.000000    944.1633
  8460    0.000187    0.000000    0.000000        0.000000    945.2610
  8470    0.000144    0.000000    0.000000        0.000000    946.3574
  8480    0.000223    0.000000    0.000000        0.000000    947.4511
  8490    0.003942    0.000000    0.000000        0.000000    948.5416
  8500    0.001224    0.000000    0.000000        0.000000    949.6151
  8510    0.001824    0.000000    0.000000        0.000000    950.6554
  8520    0.000210    0.000000    0.000000        0.000000    951.7022
  8530    0.000361    0.000000    0.000000        0.000000    952.7966
  8540    0.000139    0.000000    0.000000        0.000000    953.8379
  8550    0.000170    0.000000    0.000000        0.000000    954.9912
  8560    0.000187    0.000000    0.000000        0.000000    956.0476
  8570    0.000208    0.000000    0.000000        0.000000    957.2237
  8580    0.000437    0.000000    0.000000        0.000000    958.2892
  8590    0.013001    0.000000    0.000001        0.000000    959.4311
  8600    0.002032    0.000000    0.000000        0.000000    960.5133
  8610    0.001387    0.000000    0.000000        0.000000    961.6282
  8620    0.000200    0.000000    0.000000        0.000000    962.7459
  8630    0.000300    0.000000    0.000000        0.000000    963.8552
  8640    0.000290    0.000000    0.000000        0.000000    964.8895
  8650    0.000273    0.000000    0.000000        0.000000    965.9865
  8660    0.000224    0.000000    0.000000        0.000000    967.1477
  8670    0.000176    0.000000    0.000000        0.000000    968.2073
  8680    0.000134    0.000000    0.000000        0.000000    969.2647
  8690    0.000107    0.000000    0.000000        0.000000    970.4345
  8700    0.000100    0.000000    0.000000        0.000000    971.5595
  8710    0.000131    0.000000    0.000000        0.000000    972.7663
  8720    0.000186    0.000000    0.000000        0.000000    973.8453
  8730    0.000219    0.000000    0.000000        0.000000    974.9795
  8740    0.000261    0.000000    0.000000        0.000000    976.0520
  8750    0.001928    0.000000    0.000000        0.000000    977.1586
  8760    0.011412    0.000000    0.000001        0.000000    978.1884
  8770    0.003131    0.000000    0.000000        0.000000    979.3150
  8780    0.001363    0.000000    0.000000        0.000000    980.5570
  8790    0.000181    0.000000    0.000000        0.000000    981.6653
  8800    0.000321    0.000000    0.000000        0.000000    982.8720
  8810    0.000239    0.000000    0.000000        0.000000    983.9554
  8820    0.000183    0.000000    0.000000        0.000000    985.0119
  8830    0.000130    0.000000    0.000000        0.000000    986.1632
  8840    0.000142    0.000000    0.000000        0.000000    987.2137
  8850    0.000160    0.000000    0.000000        0.000000    988.3716
  8860    0.000181    0.000000    0.000000        0.000000    989.4258
  8870    0.000245    0.000000    0.000000        0.000000    990.5117
  8880    0.003205    0.000000    0.000000        0.000000    991.6374
  8890    0.000308    0.000000    0.000000        0.000000    992.6741
  8900    0.001645    0.000000    0.000000        0.000000    993.7718
  8910    0.000303    0.000000    0.000000        0.000000    994.9189
  8920    0.000246    0.000000    0.000000        0.000000    996.0942
  8930    0.000207    0.000000    0.000000        0.000000    997.1583
  8940    0.000165    0.000000    0.000000        0.000000    998.2689
  8950    0.000174    0.000000    0.000000        0.000000    999.3552
  8960    0.000181    0.000000    0.000000        0.000000   1000.4309
  8970    0.000179    0.000000    0.000000        0.000000   1001.5438
  8980    0.000170    0.000000    0.000000        0.000000   1002.6201
  8990    0.000156    0.000000    0.000000        0.000000   1003.8553
  9000    0.000142    0.000000    0.000000        0.000000   1005.0829
  9010    0.000134    0.000000    0.000000        0.000000   1006.3106
  9020    0.000188    0.000000    0.000000        0.000000   1007.7346
  9030    0.004078    0.000000    0.000000        0.000000   1008.9940
  9040    0.002143    0.000000    0.000000        0.000000   1010.6711
  9050    0.001260    0.000000    0.000000        0.000000   1011.9871
  9060    0.000802    0.000000    0.000000        0.000000   1013.2452
  9070    0.000172    0.000000    0.000000        0.000000   1014.4213
  9080    0.000205    0.000000    0.000000        0.000000   1015.6305
  9090    0.000137    0.000000    0.000000        0.000000   1016.7247
  9100    0.000134    0.000000    0.000000        0.000000   1017.9332
  9110    0.000178    0.000000    0.000000        0.000000   1019.2555
  9120    0.001849    0.000000    0.000000        0.000000   1020.4078
  9130    0.001121    0.000000    0.000000        0.000000   1021.5979
  9140    0.001599    0.000000    0.000000        0.000000   1022.8533
  9150    0.000428    0.000000    0.000000        0.000000   1023.9730
  9160    0.000355    0.000000    0.000000        0.000000   1025.0855
  9170    0.000163    0.000000    0.000000        0.000000   1026.2018
  9180    0.000127    0.000000    0.000000        0.000000   1027.2906
  9190    0.000109    0.000000    0.000000        0.000000   1028.4397
  9200    0.000092    0.000000    0.000000        0.000000   1029.5190
  9210    0.000105    0.000000    0.000000        0.000000   1030.6395
  9220    0.000152    0.000000    0.000000        0.000000   1031.7529
  9230    0.000195    0.000000    0.000000        0.000000   1032.8694
  9240    0.000202    0.000000    0.000000        0.000000   1033.9059
  9250    0.000185    0.000000    0.000000        0.000000   1034.9538
  9260    0.000163    0.000000    0.000000        0.000000   1036.0304
  9270    0.000148    0.000000    0.000000        0.000000   1037.0899
  9280    0.000400    0.000000    0.000000        0.000000   1038.1754
  9290    0.005096    0.000000    0.000001        0.000000   1039.2640
  9300    0.001851    0.000000    0.000000        0.000000   1040.3218
  9310    0.001288    0.000000    0.000000        0.000000   1041.4229
  9320    0.000221    0.000000    0.000000        0.000000   1042.4632
  9330    0.000233    0.000000    0.000000        0.000000   1043.5130
  9340    0.000260    0.000000    0.000000        0.000000   1044.6171
  9350    0.000331    0.000000    0.000000        0.000000   1045.7376
  9360    0.002647    0.000000    0.000000        0.000000   1046.8305
  9370    0.000192    0.000000    0.000000        0.000000   1047.9275
  9380    0.000122    0.000000    0.000000        0.000000   1049.0543
  9390    0.000142    0.000000    0.000000        0.000000   1050.1246
  9400    0.000103    0.000000    0.000000        0.000000   1051.2807
  9410    0.000084    0.000000    0.000000        0.000000   1052.5157
  9420    0.000126    0.000000    0.000000        0.000000   1053.6791
  9430    0.000185    0.000000    0.000000        0.000000   1054.8400
  9440    0.000190    0.000000    0.000000        0.000000   1055.9354
  9450    0.000167    0.000000    0.000000        0.000000   1057.0287
  9460    0.000132    0.000000    0.000000        0.000000   1058.1582
  9470    0.000134    0.000000    0.000000        0.000000   1059.1667
  9480    0.001636    0.000000    0.000000        0.000000   1060.3094
  9490    0.002607    0.000000    0.000000        0.000000   1061.3626
  9500    0.000363    0.000000    0.000000        0.000000   1062.4115
  9510    0.000882    0.000000    0.000000        0.000000   1063.5882
  9520    0.000376    0.000000    0.000000        0.000000   1064.6999
  9530    0.000303    0.000000    0.000000        0.000000   1065.7783
  9540    0.001558    0.000000    0.000000        0.000000   1066.8224
  9550    0.001158    0.000000    0.000000        0.000000   1067.9257
  9560    0.000737    0.000000    0.000000        0.000000   1069.1393
  9570    0.000274    0.000000    0.000000        0.000000   1070.1932
  9580    0.000134    0.000000    0.000000        0.000000   1071.3366
  9590    0.000223    0.000000    0.000000        0.000000   1072.4839
  9600    0.000180    0.000000    0.000000        0.000000   1073.5604
  9610    0.000145    0.000000    0.000000        0.000000   1074.6882
