 epoch      loss_v        runtime(s)
  2150        0.001080    173.4654
  2160        0.001056    174.1737
  2170        0.001039    175.0080
  2180        0.001017    175.7595
  2190        0.000982    176.5419
  2200        0.000961    177.2424
  2210        0.000941    178.0546
  2220        0.000956    178.8715
  2230        0.000903    179.6065
  2240        0.000879    180.4017
  2250        0.000847    181.1785
  2260        0.000833    181.9323
  2270        0.000809    182.6971
  2280        0.000791    183.4878
  2290        0.000781    184.2474
  2300        0.000757    184.9868
  2310        0.000772    185.7837
  2320        0.000735    186.5500
  2330        0.000753    187.3603
  2340        0.000723    188.1270
  2350        0.000676    188.8447
  2360        0.000692    189.6605
  2370        0.000716    190.3853
  2380        0.000638    191.1755
  2390        0.000667    192.0112
  2400        0.000645    192.8854
  2410        0.000604    193.6683
  2420        0.000621    194.4748
  2430        0.000605    195.3991
  2440        0.000599    196.2043
  2450        0.000599    197.0456
  2460        0.000559    197.9217
  2470        0.000573    198.6615
  2480        0.000588    199.4506
  2490        0.000631    200.2154
  2500        0.000615    200.9868
  2510        0.000516    201.7763
  2520        0.000511    202.6939
  2530        0.000596    203.5136
  2540        0.000560    204.3380
  2550        0.000504    205.0567
  2560        0.000504    205.9746
  2570        0.000496    206.7208
  2580        0.000461    207.4969
  2590        0.000470    208.3053
  2600        0.000601    209.1774
  2610        0.000455    209.9057
  2620        0.000458    210.6778
  2630        0.000495    211.4809
  2640        0.000446    212.3532
  2650        0.000507    213.1454
  2660        0.000430    213.9193
  2670        0.000424    214.7033
  2680        0.000605    215.4581
  2690        0.000500    216.2148
  2700        0.000440    216.9380
  2710        0.000557    217.6625
  2720        0.000428    218.4332
  2730        0.000481    219.1838
  2740        0.000533    219.9764
  2750        0.000484    220.6778
  2760        0.000387    221.5577
  2770        0.000429    222.2697
  2780        0.000375    223.0689
  2790        0.001024    223.8132
  2800        0.000630    224.5948
  2810        0.000452    225.3720
  2820        0.000408    226.0895
  2830        0.000368    226.8687
  2840        0.000385    227.6252
  2850        0.000399    228.3916
  2860        0.000367    229.2168
  2870        0.000476    230.0577
  2880        0.000364    230.7895
  2890        0.000356    231.5929
  2900        0.000526    232.3836
  2910        0.000346    233.1068
  2920        0.000837    233.8131
  2930        0.000446    234.5369
  2940        0.000372    235.2422
  2950        0.000344    235.9911
  2960        0.000427    236.6894
  2970        0.000360    237.5308
  2980        0.000585    238.3696
  2990        0.000328    239.0978
  3000        0.000413    239.8188
  3010        0.000462    240.5951
  3020        0.000311    241.3336
  3030        0.000310    242.0988
  3040        0.000372    242.9227
  3050        0.000724    243.7678
  3060        0.000480    244.4598
  3070        0.000401    245.1613
  3080        0.000447    245.9967
  3090        0.000334    246.7707
  3100        0.000383    247.5907
  3110        0.000355    248.3808
  3120        0.000297    249.1236
  3130        0.000311    249.9492
  3140        0.000757    250.7799
  3150        0.000317    251.5761
  3160        0.000318    252.3730
  3170        0.000282    253.1418
  3180        0.000293    253.8670
  3190        0.000312    254.6075
  3200        0.000322    255.3634
  3210        0.000351    256.1510
  3220        0.000462    256.9481
  3230        0.000348    257.7905
  3240        0.001249    258.5622
  3250        0.000329    259.3754
  3260        0.000326    260.1155
  3270        0.000305    260.8456
  3280        0.000281    261.5702
  3290        0.000299    262.2606
  3300        0.000992    263.0052
  3310        0.000484    263.8523
  3320        0.000296    264.6456
  3330        0.000334    265.3913
  3340        0.000333    266.2020
  3350        0.000314    266.9802
  3360        0.000315    267.7391
  3370        0.000363    268.5098
  3380        0.001531    269.2405
  3390        0.001156    270.0936
  3400        0.000335    270.8922
  3410        0.000284    271.6800
  3420        0.000263    272.4369
  3430        0.000268    273.1629
  3440        0.000251    273.9398
  3450        0.000336    274.7420
  3460        0.000437    275.4335
  3470        0.000325    276.2610
  3480        0.000283    277.0357
  3490        0.000258    277.7593
  3500        0.001063    278.5484
  3510        0.000263    279.3934
  3520        0.000315    280.2467
  3530        0.000452    281.0115
  3540        0.000798    281.8152
  3550        0.000252    282.6481
  3560        0.000374    283.4124
  3570        0.000311    284.1313
  3580        0.000250    284.9322
  3590        0.000313    285.7007
  3600        0.000318    286.4176
  3610        0.000735    287.2495
  3620        0.000239    288.0026
  3630        0.000375    288.7427
  3640        0.000306    289.4681
  3650        0.000233    290.1873
  3660        0.000235    290.9763
  3670        0.000496    291.7791
  3680        0.000411    292.5289
  3690        0.004277    293.3444
  3700        0.001686    294.1103
  3710        0.000261    294.8728
  3720        0.000376    295.6082
  3730        0.000260    296.4426
  3740        0.000270    297.2039
  3750        0.000231    297.9698
  3760        0.000291    298.7748
  3770        0.000236    299.4818
  3780        0.000815    300.2055
  3790        0.000330    301.0482
  3800        0.000363    301.7755
  3810        0.000340    302.5754
  3820        0.000316    303.3978
  3830        0.000451    304.2187
  3840        0.001214    305.0864
  3850        0.000310    305.7880
  3860        0.000429    306.5283
  3870        0.000453    307.3518
  3880        0.000431    308.1161
  3890        0.003236    308.8292
  3900        0.000804    309.5870
  3910        0.000374    310.4623
  3920        0.000250    311.2411
  3930        0.000431    312.1016
  3940        0.000329    312.9357
  3950        0.000235    313.7503
  3960        0.000220    314.4842
  3970        0.000289    315.1837
  3980        0.002303    316.0938
  3990        0.000576    316.8895
  4000        0.000333    317.6475
  4010        0.000239    318.3999
  4020        0.000223    319.1507
  4030        0.001173    319.8941
  4040        0.000495    320.6882
  4050        0.000755    321.4641
  4060        0.000274    322.2614
  4070        0.000271    323.0735
  4080        0.000479    323.8586
  4090        0.001393    324.6740
  4100        0.000233    325.4755
  4110        0.000320    326.2534
  4120        0.000226    327.0156
  4130        0.000329    327.7568
  4140        0.000314    328.4970
  4150        0.000719    329.2531
  4160        0.001167    329.9967
  4170        0.001293    330.7446
  4180        0.000439    331.4423
  4190        0.000284    332.1696
  4200        0.000219    332.9222
  4210        0.000256    333.7816
  4220        0.000493    334.6277
  4230        0.001777    335.3674
  4240        0.000719    336.1506
  4250        0.000421    336.8961
  4260        0.000563    337.7055
  4270        0.003195    338.4700
  4280        0.000887    339.2034
  4290        0.000471    339.9794
  4300        0.000298    340.7597
  4310        0.000232    341.4777
  4320        0.000236    342.3364
  4330        0.000412    343.1419
  4340        0.000573    343.9373
  4350        0.000222    344.6763
  4360        0.000353    345.4119
  4370        0.002777    346.2225
  4380        0.000408    346.9959
  4390        0.000223    347.7176
  4400        0.000327    348.6017
  4410        0.000302    349.3971
  4420        0.000301    350.1109
  4430        0.000600    350.8533
  4440        0.001249    351.5793
  4450        0.002076    352.3849
  4460        0.001233    353.1913
  4470        0.000413    353.9465
  4480        0.000390    354.8200
  4490        0.000773    355.5459
  4500        0.000692    356.3034
  4510        0.000477    357.0367
  4520        0.000749    357.8534
  4530        0.000596    358.6521
  4540        0.000515    359.4443
  4550        0.000229    360.1963
  4560        0.000292    361.0024
  4570        0.000212    361.7956
  4580        0.000221    362.5487
  4590        0.005437    363.3321
  4600        0.005835    364.2651
  4610        0.001533    364.9983
  4620        0.000699    365.7081
  4630        0.000411    366.4724
  4640        0.000234    367.2359
  4650        0.000214    367.9978
  4660        0.000214    368.7681
  4670        0.000187    369.5230
  4680        0.000182    370.2857
  4690        0.000181    371.0610
  4700        0.000180    371.8133
  4710        0.000461    372.6452
  4720        0.000435    373.3843
  4730        0.000576    374.1623
  4740        0.002520    374.9351
  4750        0.000235    375.7244
  4760        0.000237    376.4994
  4770        0.000279    377.2399
  4780        0.000197    378.0316
  4790        0.000241    378.7478
  4800        0.000528    379.5547
  4810        0.001072    380.4085
  4820        0.000814    381.2047
  4830        0.000282    381.9428
  4840        0.000305    382.7697
  4850        0.000607    383.5758
  4860        0.000685    384.3280
  4870        0.000725    385.1174
  4880        0.003370    385.9051
  4890        0.001401    386.6376
  4900        0.000743    387.4901
  4910        0.000377    388.2373
  4920        0.000210    389.0829
  4930        0.000216    389.9138
  4940        0.000516    390.7396
  4950        0.000268    391.6112
  4960        0.000410    392.3823
  4970        0.001026    393.1044
  4980        0.003594    393.9183
  4990        0.000724    394.7326
  5000        0.000507    395.4690
  5010        0.000840    396.2497
  5020        0.000405    397.0668
  5030        0.000890    397.8214
  5040        0.000330    398.6129
  5050        0.000204    399.3612
  5060        0.000596    400.2203
  5070        0.001347    400.9487
  5080        0.000504    401.7858
  5090        0.000335    402.5593
  5100        0.000667    403.3207
  5110        0.000948    404.0255
  5120        0.000873    404.8406
  5130        0.002911    405.6645
  5140        0.003664    406.4883
  5150        0.001078    407.4184
  5160        0.000317    408.2374
  5170        0.000241    408.9614
  5180        0.000220    409.8036
  5190        0.000242    410.6142
  5200        0.000336    411.3882
  5210        0.000716    412.1797
  5220        0.001795    412.9692
  5230        0.000578    413.7395
  5240        0.000401    414.5513
  5250        0.000226    415.2882
  5260        0.000200    416.1245
  5270        0.000507    416.9363
  5280        0.003800    417.6336
  5290        0.002563    418.3768
  5300        0.001087    419.1686
  5310        0.000624    419.9988
  5320        0.000400    420.7353
  5330        0.000227    421.5067
  5340        0.000196    422.2787
  5350        0.000621    423.1476
  5360        0.000928    423.9121
  5370        0.000493    424.7412
  5380        0.000490    425.4851
  5390        0.000312    426.3141
  5400        0.000344    427.0564
  5410        0.001731    427.8434
  5420        0.005261    428.6039
  5430        0.001908    429.3305
  5440        0.000617    430.1178
  5450        0.000525    430.9014
  5460        0.000414    431.6746
  5470        0.000226    432.4273
  5480        0.000367    433.1497
  5490        0.000196    433.9359
  5500        0.000184    434.6632
  5510        0.000211    435.4694
  5520        0.000373    436.1976
  5530        0.006382    436.8932
  5540        0.002161    437.7006
  5550        0.001098    438.4192
  5560        0.000187    439.2480
  5570        0.000474    440.2576
  5580        0.000282    441.1529
  5590        0.000276    442.2322
  5600        0.000443    443.1668
  5610        0.000207    444.1447
  5620        0.000200    444.8755
  5630        0.000666    445.6783
  5640        0.013797    446.5041
  5650        0.000640    447.1985
  5660        0.001291    447.9593
  5670        0.000545    448.6815
  5680        0.000261    449.4883
  5690        0.000220    450.2445
  5700        0.000158    451.1922
  5710        0.000168    451.9449
  5720        0.000154    452.7016
  5730        0.000274    453.4600
  5740        0.004118    454.2299
  5750        0.000484    454.9705
  5760        0.000273    455.7668
  5770        0.000167    456.5113
  5780        0.000151    457.3343
  5790        0.000165    458.1387
  5800        0.000169    458.8642
  5810        0.000154    459.6395
  5820        0.000158    460.5796
  5830        0.000178    461.3773
  5840        0.000902    462.1475
  5850        0.007770    462.8933
  5860        0.002307    463.6730
  5870        0.000443    464.4352
  5880        0.000309    465.2315
  5890        0.000203    466.0364
  5900        0.000151    466.7538
  5910        0.000612    467.5342
  5920        0.001524    468.2744
  5930        0.000919    469.0397
  5940        0.000568    469.8783
  5950        0.000168    470.6868
  5960        0.000173    471.4888
  5970        0.001049    472.2806
  5980        0.002411    473.0847
  5990        0.000655    473.7908
  6000        0.000928    474.5018
  6010        0.001243    475.2618
  6020        0.002409    476.1107
  6030        0.000588    476.9107
  6040        0.000228    477.7691
  6050        0.000230    478.5541
  6060        0.000200    479.3590
  6070        0.000300    480.2764
  6080        0.001666    481.0972
  6090        0.010181    481.9328
  6100        0.000644    482.8452
  6110        0.000852    483.6196
  6120        0.000481    484.5703
  6130        0.000242    485.3917
  6140        0.000188    486.2117
  6150        0.000150    487.0104
  6160        0.000153    487.8777
  6170        0.000146    488.6859
  6180        0.000148    489.4787
  6190        0.000209    490.2810
  6200        0.002249    491.0630
  6210        0.001097    491.9030
  6220        0.001107    492.6986
  6230        0.000636    493.4535
  6240        0.000188    494.1938
  6250        0.000177    494.8901
  6260        0.000173    495.6625
  6270        0.000162    496.4551
  6280        0.000153    497.3361
  6290        0.000188    498.1070
  6300        0.001462    498.8685
  6310        0.004842    499.5800
  6320        0.001442    500.3403
  6330        0.000604    501.1575
  6340        0.000247    501.8875
  6350        0.000178    502.6386
  6360        0.000240    503.3985
  6370        0.000223    504.1198
  6380        0.000368    504.9393
  6390        0.000435    505.8401
  6400        0.000701    506.6244
  6410        0.000421    507.4749
  6420        0.002293    508.2497
  6430        0.001299    509.0035
  6440        0.000538    509.7298
  6450        0.000258    510.5437
  6460        0.000168    511.3630
  6470        0.000270    512.1203
  6480        0.003112    512.9056
  6490        0.000320    513.7438
  6500        0.000505    514.4757
  6510        0.000301    515.2864
  6520        0.000324    516.1040
  6530        0.000300    516.9353
  6540        0.000242    517.7336
  6550        0.000340    518.4489
  6560        0.002085    519.3195
  6570        0.001597    520.1127
  6580        0.000892    520.9243
  6590        0.000262    521.8117
  6600        0.000263    522.6097
  6610        0.000479    523.3478
  6620        0.009022    524.1549
  6630        0.004129    524.9097
  6640        0.000562    525.6925
  6650        0.000312    526.4333
  6660        0.000259    527.1996
  6670        0.000147    528.0054
  6680        0.000133    528.8218
  6690        0.000145    529.6887
  6700        0.000237    530.4285
  6710        0.000740    531.2367
  6720        0.003661    531.9645
  6730        0.000430    532.7438
  6740        0.000347    533.5553
  6750        0.000321    534.3241
  6760        0.000236    535.0553
  6770        0.000139    535.8590
  6780        0.000240    536.6105
  6790        0.000831    537.3504
  6800        0.002731    538.1424
  6810        0.002364    538.8912
  6820        0.000244    539.6668
  6830        0.000402    540.4661
  6840        0.000304    541.2331
  6850        0.000142    541.9911
  6860        0.000140    542.7456
  6870        0.000257    543.5136
  6880        0.002402    544.3171
  6890        0.004649    545.1231
  6900        0.001628    545.8391
  6910        0.000794    546.6357
  6920        0.000348    547.4315
  6930        0.000189    548.2649
  6940        0.000148    549.1201
  6950        0.000174    549.8934
  6960        0.000355    550.6795
  6970        0.000920    551.5093
  6980        0.000163    552.4450
  6990        0.000225    553.1703
  7000        0.000197    554.0235
  7010        0.000501    554.8134
  7020        0.003060    555.5274
  7030        0.000177    556.2892
  7040        0.000447    557.0158
  7050        0.000233    557.9603
  7060        0.000327    558.7443
  7070        0.000248    559.4831
  7080        0.000587    560.2907
  7090        0.001461    561.0565
  7100        0.000572    561.8113
  7110        0.000164    562.5135
  7120        0.000288    563.2545
  7130        0.000440    564.0418
  7140        0.001049    564.7943
  7150        0.002504    565.5319
  7160        0.012177    566.2584
  7170        0.001441    567.0202
  7180        0.000397    567.8085
  7190        0.000605    568.5550
  7200        0.000205    569.3011
  7210        0.000144    570.0411
  7220        0.000136    570.7467
  7230        0.000116    571.5235
  7240        0.000118    572.2846
  7250        0.000215    573.0885
  7260        0.000277    573.9014
  7270        0.000134    574.6329
  7280        0.000136    575.3665
  7290        0.000133    576.1450
  7300        0.000125    576.9468
  7310        0.000162    577.6732
  7320        0.001204    578.4112
  7330        0.009172    579.2102
  7340        0.001463    579.9633
  7350        0.000669    580.8101
  7360        0.000495    581.5995
  7370        0.000156    582.3633
  7380        0.000158    583.0791
  7390        0.000138    583.8090
  7400        0.000456    584.5453
  7410        0.000821    585.3614
  7420        0.000366    586.0672
  7430        0.000208    586.9577
  7440        0.000311    587.6738
  7450        0.001403    588.4041
  7460        0.004544    589.1781
  7470        0.000996    589.9043
  7480        0.000188    590.7251
  7490        0.000231    591.5851
  7500        0.000267    592.2944
  7510        0.000393    593.1238
  7520        0.000121    593.9261
  7530        0.000115    594.7853
  7540        0.000114    595.5833
  7550        0.000289    596.3096
  7560        0.000753    597.1296
  7570        0.004600    597.8791
  7580        0.000656    598.6901
  7590        0.000575    599.4801
  7600        0.006440    600.3581
  7610        0.001963    601.2721
  7620        0.001125    602.0783
  7630        0.000482    602.8098
  7640        0.000254    603.5241
  7650        0.000132    604.2670
  7660        0.000134    605.0166
  7670        0.000114    605.8034
  7680        0.000114    606.5552
  7690        0.000167    607.2988
  7700        0.000196    608.0511
  7710        0.000114    608.9165
  7720        0.000134    609.7230
  7730        0.001006    610.5585
  7740        0.012599    611.4135
  7750        0.001012    612.1792
  7760        0.001273    612.9918
  7770        0.000239    613.7876
  7780        0.000195    614.5907
  7790        0.000129    615.3811
  7800        0.000129    616.1336
  7810        0.000111    616.9475
  7820        0.000172    617.7897
  7830        0.000515    618.6222
  7840        0.004566    619.3923
  7850        0.001096    620.1551
  7860        0.000577    620.9732
  7870        0.000361    621.6950
  7880        0.000208    622.5041
  7890        0.000193    623.2752
  7900        0.001044    624.1025
  7910        0.000792    624.8402
  7920        0.000739    625.6744
  7930        0.000931    626.3866
  7940        0.000270    627.1643
  7950        0.001055    627.8982
  7960        0.001685    628.6728
  7970        0.000356    629.4007
  7980        0.000236    630.3255
  7990        0.000773    631.0502
  8000        0.004203    631.9928
  8010        0.000249    632.8176
  8020        0.000266    633.6040
  8030        0.000499    634.4456
  8040        0.000670    635.2130
  8050        0.000315    635.9210
  8060        0.000782    636.7592
  8070        0.000929    637.5072
  8080        0.000735    638.4747
  8090        0.000892    639.2504
  8100        0.000989    640.0178
  8110        0.006634    640.8648
  8120        0.001163    641.5861
  8130        0.000727    642.3633
  8140        0.000335    643.1947
  8150        0.000332    644.0644
  8160        0.000544    644.8049
  8170        0.000523    645.5386
  8180        0.000463    646.2590
  8190        0.001011    647.0899
  8200        0.000406    647.9442
  8210        0.000304    648.7448
  8220        0.000420    649.4629
  8230        0.000819    650.2375
  8240        0.000508    651.0676
  8250        0.001388    651.7970
  8260        0.011983    652.6351
  8270        0.004703    653.6350
  8280        0.000225    654.4696
  8290        0.000517    655.3967
  8300        0.000198    656.1697
  8310        0.000146    657.0784
  8320        0.000176    657.9228
  8330        0.000165    658.6966
  8340        0.000163    659.4135
  8350        0.000178    660.1255
  8360        0.000111    660.9154
  8370        0.000124    661.8258
  8380        0.000247    662.6662
  8390        0.000944    663.4664
  8400        0.000683    664.3227
  8410        0.000407    665.0962
  8420        0.000514    665.9438
  8430        0.000557    666.7191
  8440        0.000478    667.7029
  8450        0.000977    668.4971
  8460        0.002285    669.2772
  8470        0.001817    670.0735
  8480        0.005309    670.9886
  8490        0.001266    671.8774
  8500        0.000333    672.7971
  8510        0.000173    673.6126
  8520        0.000131    674.6596
  8530        0.000086    675.3857
  8540        0.000102    676.1759
  8550        0.000203    676.9486
  8560        0.000386    677.7200
  8570        0.000423    678.6352
  8580        0.000560    679.5405
  8590        0.000713    680.2501
  8600        0.000290    681.0463
  8610        0.000351    681.7700
  8620        0.004553    682.6211
  8630        0.001813    683.5020
  8640        0.001346    684.2423
  8650        0.000452    684.9713
  8660        0.000221    685.8060
  8670        0.000172    686.5836
  8680        0.000179    687.3786
  8690        0.000131    688.3306
  8700        0.000083    689.0955
  8710        0.000085    689.9416
  8720        0.000086    690.6713
  8730        0.000201    691.5052
  8740        0.006847    692.2429
  8750        0.005614    693.0220
  8760        0.001347    693.8274
  8770        0.001021    694.5826
  8780        0.000326    695.4172
  8790        0.000170    696.1752
  8800        0.000118    696.8954
  8810        0.000091    697.5951
  8820        0.000088    698.3835
  8830        0.000079    699.1028
  8840        0.000130    699.9138
  8850        0.000704    700.7441
  8860        0.003679    701.5284
  8870        0.000833    702.3044
  8880        0.000226    703.0245
  8890        0.000128    703.7948
  8900        0.000077    704.5737
  8910        0.000106    705.3334
  8920        0.000079    706.1531
  8930        0.000105    706.9204
  8940        0.000255    707.6961
  8950        0.000340    708.6544
  8960        0.002378    709.4986
  8970        0.001404    710.2213
  8980        0.000162    711.0495
  8990        0.000179    711.8479
  9000        0.000180    712.6928
  9010        0.000184    713.4863
  9020        0.001233    714.3131
  9030        0.007207    715.0850
  9040        0.001812    715.8587
  9050        0.000531    716.6323
  9060        0.000195    717.3610
  9070        0.000147    718.1390
  9080        0.000117    719.0785
  9090        0.000302    719.9708
  9100        0.000898    720.8185
  9110        0.000751    721.5452
  9120        0.000657    722.3455
  9130        0.000485    723.1321
  9140        0.000372    723.9480
  9150        0.000667    724.7323
  9160        0.001008    725.5738
  9170        0.001122    726.3400
  9180        0.000128    727.1728
  9190        0.001780    727.9530
  9200        0.001718    728.7280
  9210        0.000725    729.4711
  9220        0.000324    730.2579
  9230        0.000159    731.0424
  9240        0.000198    731.8364
  9250        0.000369    732.8119
  9260        0.002646    733.5989
  9270        0.003245    734.5343
  9280        0.001034    735.3720
  9290        0.000297    736.1846
  9300        0.000144    736.9082
  9310        0.000211    737.7168
  9320        0.000107    738.4445
  9330        0.000195    739.2085
  9340        0.000531    740.0988
  9350        0.003005    740.8277
  9360        0.000843    741.6243
  9370        0.000650    742.3562
  9380        0.000245    743.2970
  9390        0.000133    744.0046
  9400        0.000811    744.8251
  9410        0.001877    745.6619
  9420        0.000483    746.4402
  9430        0.000213    747.2141
  9440        0.000207    748.1608
  9450        0.000133    749.0066
  9460        0.000804    749.7800
  9470        0.003768    750.6489
  9480        0.000988    751.4367
  9490        0.000712    752.2415
  9500        0.000438    753.0071
  9510        0.000280    753.9667
  9520        0.000120    754.8423
  9530        0.000133    755.6805
  9540        0.000165    756.4626
  9550        0.001041    757.2916
  9560        0.009292    758.1167
  9570        0.001344    758.9379
  9580        0.000586    759.7437
  9590        0.000395    760.5806
  9600        0.000170    761.3806
  9610        0.000087    762.1204
  9620        0.000082    763.0300
  9630        0.000073    763.7599
  9640        0.000295    764.5397
  9650        0.000230    765.2545
  9660        0.000690    766.0227
  9670        0.004030    766.7406
  9680        0.000149    767.5925
  9690        0.000323    768.3832
  9700        0.000195    769.1558
  9710        0.000121    769.9270
  9720        0.000077    770.6388
  9730        0.000089    771.6717
  9740        0.000212    772.4489
  9750        0.000232    773.2988
  9760        0.000275    774.2024
  9770        0.000426    774.9846
  9780        0.000771    775.8370
  9790        0.000739    776.6117
  9800        0.002873    777.5831
  9810        0.001309    778.3231
  9820        0.000429    779.0250
  9830        0.000341    779.8147
  9840        0.000549    780.5933
  9850        0.000381    781.3285
  9860        0.000349    782.1751
  9870        0.000335    782.8916
  9880        0.000389    783.8892
  9890        0.000365    784.6073
  9900        0.000463    785.3778
  9910        0.000419    786.2883
  9920        0.000466    787.1442
  9930        0.000488    787.9243
  9940        0.000425    788.8115
  9950        0.000603    789.6546
  9960        0.000576    790.5591
  9970        0.000570    791.4332
  9980        0.000415    792.1465
  9990        0.000155    793.0349
